feature,mean_abs_shap,mean_shap_negative,mean_shap_positive
Alkalinephos_mean_6h56,0.0,0.0,0.0
Alkalinephos_max_6h56,0.0,0.0,0.0
Alkalinephos_last_6h56,0.0,0.0,0.0
Bilirubin_total_mean_6h56,0.0,0.0,0.0
Bilirubin_total_max_6h56,0.0,0.0,0.0
Bilirubin_total_last_6h56,0.0,0.0,0.0
BaseExcess_mean_6h56,0.0,0.0,0.0
BaseExcess_max_6h56,0.0,0.0,0.0
BaseExcess_last_6h56,0.0,0.0,0.0
AST_mean_6h56,0.0,0.0,0.0
AST_max_6h56,0.0,0.0,0.0
AST_last_6h56,0.0,0.0,0.0
Fibrinogen_max_6h56,0.0,0.0,0.0
FiO2_last_6h56,0.0,0.0,0.0
TroponinI_last_6h54,0.0,0.0,0.0
FiO2_max_6h56,0.0,0.0,0.0
SBP_mean_6h56,0.0,0.0,0.0
SBP_max_6h56,0.0,0.0,0.0
SBP_last_6h56,0.0,0.0,0.0
Temp_mean_6h56,0.0,0.0,0.0
Temp_max_6h56,0.0,0.0,0.0
Temp_last_6h56,0.0,0.0,0.0
MAP_mean_6h56,0.0,0.0,0.0
MAP_max_6h56,0.0,0.0,0.0
MAP_last_6h56,0.0,0.0,0.0
EtCO2_mean_6h56,0.0,0.0,0.0
EtCO2_max_6h56,0.0,0.0,0.0
EtCO2_last_6h56,0.0,0.0,0.0
O2Sat_mean_6h56,0.0,0.0,0.0
O2Sat_max_6h56,0.0,0.0,0.0
O2Sat_last_6h56,0.0,0.0,0.0
DBP_mean_6h56,0.0,0.0,0.0
DBP_max_6h56,0.0,0.0,0.0
DBP_last_6h56,0.0,0.0,0.0
FiO2_mean_6h56,0.0,0.0,0.0
Lactate_mean_6h56,0.0,0.0,0.0
Lactate_max_6h56,0.0,0.0,0.0
Lactate_last_6h56,0.0,0.0,0.0
pH_mean_6h56,0.0,0.0,0.0
DBP_missing_count_global_x,0.0,0.0,0.0
O2Sat_missing_interval_mean_global_x,0.0,0.0,0.0
O2Sat_missing_count_global_x,0.0,0.0,0.0
EtCO2_missing_interval_mean_global_x,0.0,0.0,0.0
EtCO2_missing_count_global_x,0.0,0.0,0.0
MAP_missing_interval_mean_global_x,0.0,0.0,0.0
MAP_missing_count_global_x,0.0,0.0,0.0
Temp_missing_interval_mean_global_x,0.0,0.0,0.0
Temp_missing_count_global_x,0.0,0.0,0.0
SBP_missing_interval_mean_global_x,0.0,0.0,0.0
SBP_missing_count_global_x,0.0,0.0,0.0
Bilirubin_total_missing_count_global_y,0.0,0.0,0.0
Resp_missing_interval_mean_global_x,0.0,0.0,0.0
Resp_missing_count_global_x,0.0,0.0,0.0
HR_missing_interval_mean_global_x,0.0,0.0,0.0
HR_missing_count_global_x,0.0,0.0,0.0
Age_missing_interval_mean_global_x,0.0,0.0,0.0
Age_missing_count_global_x,0.0,0.0,0.0
Age_last_global,0.0,0.0,0.0
DBP_missing_interval_mean_global_x,0.0,0.0,0.0
FiO2_missing_count_global_x,0.0,0.0,0.0
FiO2_missing_interval_mean_global_x,0.0,0.0,0.0
BaseExcess_missing_count_global_x,0.0,0.0,0.0
pH_max_6h56,0.0,0.0,0.0
pH_last_6h56,0.0,0.0,0.0
Bilirubin_direct_mean_6h56,0.0,0.0,0.0
Bilirubin_direct_max_6h56,0.0,0.0,0.0
Bilirubin_direct_last_6h56,0.0,0.0,0.0
Age_missing_count_global_y,0.0,0.0,0.0
Age_missing_interval_mean_global_y,0.0,0.0,0.0
BaseExcess_missing_interval_mean_global_x,0.0,0.0,0.0
Bilirubin_total_missing_interval_mean_global_x,0.0,0.0,0.0
Fibrinogen_missing_count_global_x,0.0,0.0,0.0
Bilirubin_total_missing_count_global_x,0.0,0.0,0.0
Alkalinephos_missing_interval_mean_global_x,0.0,0.0,0.0
Alkalinephos_missing_count_global_x,0.0,0.0,0.0
TroponinI_missing_interval_mean_global_x,0.0,0.0,0.0
TroponinI_missing_count_global_x,0.0,0.0,0.0
WBC_missing_interval_mean_global_x,0.0,0.0,0.0
WBC_missing_count_global_x,0.0,0.0,0.0
Fibrinogen_missing_interval_mean_global_x,0.0,0.0,0.0
Resp_last_6h56,0.0,0.0,0.0
Resp_max_6h56,0.0,0.0,0.0
Resp_mean_6h56,0.0,0.0,0.0
O2Sat_mean_6h55,0.0,0.0,0.0
Age_max_6h55,0.0,0.0,0.0
Age_last_6h55,0.0,0.0,0.0
HR_mean_6h55,0.0,0.0,0.0
HR_max_6h55,0.0,0.0,0.0
HR_last_6h55,0.0,0.0,0.0
Resp_mean_6h55,0.0,0.0,0.0
Resp_max_6h55,0.0,0.0,0.0
Resp_last_6h55,0.0,0.0,0.0
SBP_mean_6h55,0.0,0.0,0.0
SBP_max_6h55,0.0,0.0,0.0
SBP_last_6h55,0.0,0.0,0.0
Temp_mean_6h55,0.0,0.0,0.0
Temp_max_6h55,0.0,0.0,0.0
Temp_last_6h55,0.0,0.0,0.0
MAP_mean_6h55,0.0,0.0,0.0
MAP_max_6h55,0.0,0.0,0.0
MAP_last_6h55,0.0,0.0,0.0
EtCO2_mean_6h55,0.0,0.0,0.0
EtCO2_max_6h55,0.0,0.0,0.0
Age_mean_6h55,0.0,0.0,0.0
Bilirubin_direct_last_6h54,0.0,0.0,0.0
Bilirubin_direct_max_6h54,0.0,0.0,0.0
BaseExcess_last_6h54,0.0,0.0,0.0
Alkalinephos_mean_6h54,0.0,0.0,0.0
Alkalinephos_max_6h54,0.0,0.0,0.0
Alkalinephos_last_6h54,0.0,0.0,0.0
Bilirubin_total_mean_6h54,0.0,0.0,0.0
Bilirubin_total_max_6h54,0.0,0.0,0.0
Bilirubin_total_last_6h54,0.0,0.0,0.0
BaseExcess_mean_6h54,0.0,0.0,0.0
BaseExcess_max_6h54,0.0,0.0,0.0
AST_mean_6h54,0.0,0.0,0.0
Bilirubin_direct_mean_6h54,0.0,0.0,0.0
AST_max_6h54,0.0,0.0,0.0
AST_last_6h54,0.0,0.0,0.0
Lactate_mean_6h54,0.0,0.0,0.0
Lactate_max_6h54,0.0,0.0,0.0
Lactate_last_6h54,0.0,0.0,0.0
pH_mean_6h54,0.0,0.0,0.0
pH_max_6h54,0.0,0.0,0.0
pH_last_6h54,0.0,0.0,0.0
EtCO2_last_6h55,0.0,0.0,0.0
O2Sat_max_6h55,0.0,0.0,0.0
HR_last_6h56,0.0,0.0,0.0
O2Sat_last_6h55,0.0,0.0,0.0
BaseExcess_max_6h55,0.0,0.0,0.0
BaseExcess_last_6h55,0.0,0.0,0.0
AST_mean_6h55,0.0,0.0,0.0
AST_max_6h55,0.0,0.0,0.0
AST_last_6h55,0.0,0.0,0.0
Lactate_mean_6h55,0.0,0.0,0.0
Lactate_max_6h55,0.0,0.0,0.0
Lactate_last_6h55,0.0,0.0,0.0
pH_mean_6h55,0.0,0.0,0.0
pH_max_6h55,0.0,0.0,0.0
pH_last_6h55,0.0,0.0,0.0
Bilirubin_direct_mean_6h55,0.0,0.0,0.0
Bilirubin_direct_max_6h55,0.0,0.0,0.0
Bilirubin_direct_last_6h55,0.0,0.0,0.0
Age_mean_6h56,0.0,0.0,0.0
Age_max_6h56,0.0,0.0,0.0
Age_last_6h56,0.0,0.0,0.0
HR_mean_6h56,0.0,0.0,0.0
HR_max_6h56,0.0,0.0,0.0
BaseExcess_mean_6h55,0.0,0.0,0.0
Bilirubin_total_last_6h55,0.0,0.0,0.0
Bilirubin_total_max_6h55,0.0,0.0,0.0
Fibrinogen_last_6h55,0.0,0.0,0.0
DBP_mean_6h55,0.0,0.0,0.0
DBP_max_6h55,0.0,0.0,0.0
DBP_last_6h55,0.0,0.0,0.0
FiO2_mean_6h55,0.0,0.0,0.0
FiO2_max_6h55,0.0,0.0,0.0
FiO2_last_6h55,0.0,0.0,0.0
Fibrinogen_mean_6h55,0.0,0.0,0.0
Fibrinogen_max_6h55,0.0,0.0,0.0
WBC_mean_6h55,0.0,0.0,0.0
Bilirubin_total_mean_6h55,0.0,0.0,0.0
WBC_max_6h55,0.0,0.0,0.0
WBC_last_6h55,0.0,0.0,0.0
TroponinI_mean_6h55,0.0,0.0,0.0
TroponinI_max_6h55,0.0,0.0,0.0
TroponinI_last_6h55,0.0,0.0,0.0
Alkalinephos_mean_6h55,0.0,0.0,0.0
Alkalinephos_max_6h55,0.0,0.0,0.0
Alkalinephos_last_6h55,0.0,0.0,0.0
TroponinI_max_6h51,0.0,0.0,0.0
WBC_last_6h51,0.0,0.0,0.0
WBC_mean_6h45,0.0,0.0,0.0
DBP_last_6h47,0.0,0.0,0.0
FiO2_max_6h47,0.0,0.0,0.0
FiO2_last_6h47,0.0,0.0,0.0
Fibrinogen_mean_6h47,0.0,0.0,0.0
Fibrinogen_max_6h47,0.0,0.0,0.0
Fibrinogen_last_6h47,0.0,0.0,0.0
WBC_mean_6h47,0.0,0.0,0.0
WBC_max_6h47,0.0,0.0,0.0
WBC_last_6h47,0.0,0.0,0.0
TroponinI_mean_6h47,0.0,0.0,0.0
TroponinI_max_6h47,0.0,0.0,0.0
TroponinI_last_6h47,0.0,0.0,0.0
Alkalinephos_mean_6h47,0.0,0.0,0.0
Alkalinephos_max_6h47,0.0,0.0,0.0
Alkalinephos_last_6h47,0.0,0.0,0.0
Bilirubin_total_mean_6h47,0.0,0.0,0.0
Bilirubin_total_max_6h47,0.0,0.0,0.0
Bilirubin_total_last_6h47,0.0,0.0,0.0
BaseExcess_mean_6h47,0.0,0.0,0.0
BaseExcess_max_6h47,0.0,0.0,0.0
FiO2_mean_6h47,0.0,0.0,0.0
DBP_max_6h47,0.0,0.0,0.0
WBC_max_6h48,0.0,0.0,0.0
DBP_mean_6h47,0.0,0.0,0.0
HR_last_6h47,0.0,0.0,0.0
Resp_mean_6h47,0.0,0.0,0.0
Resp_max_6h47,0.0,0.0,0.0
Resp_last_6h47,0.0,0.0,0.0
SBP_mean_6h47,0.0,0.0,0.0
SBP_max_6h47,0.0,0.0,0.0
SBP_last_6h47,0.0,0.0,0.0
Temp_mean_6h47,0.0,0.0,0.0
Temp_max_6h47,0.0,0.0,0.0
Temp_last_6h47,0.0,0.0,0.0
MAP_mean_6h47,0.0,0.0,0.0
MAP_max_6h47,0.0,0.0,0.0
MAP_last_6h47,0.0,0.0,0.0
EtCO2_mean_6h47,0.0,0.0,0.0
EtCO2_max_6h47,0.0,0.0,0.0
EtCO2_last_6h47,0.0,0.0,0.0
O2Sat_mean_6h47,0.0,0.0,0.0
O2Sat_max_6h47,0.0,0.0,0.0
O2Sat_last_6h47,0.0,0.0,0.0
BaseExcess_last_6h47,0.0,0.0,0.0
AST_mean_6h47,0.0,0.0,0.0
AST_max_6h47,0.0,0.0,0.0
AST_last_6h47,0.0,0.0,0.0
Temp_last_6h48,0.0,0.0,0.0
MAP_mean_6h48,0.0,0.0,0.0
MAP_max_6h48,0.0,0.0,0.0
MAP_last_6h48,0.0,0.0,0.0
EtCO2_mean_6h48,0.0,0.0,0.0
EtCO2_max_6h48,0.0,0.0,0.0
EtCO2_last_6h48,0.0,0.0,0.0
O2Sat_mean_6h48,0.0,0.0,0.0
O2Sat_max_6h48,0.0,0.0,0.0
O2Sat_last_6h48,0.0,0.0,0.0
DBP_mean_6h48,0.0,0.0,0.0
DBP_max_6h48,0.0,0.0,0.0
DBP_last_6h48,0.0,0.0,0.0
FiO2_mean_6h48,0.0,0.0,0.0
FiO2_max_6h48,0.0,0.0,0.0
FiO2_last_6h48,0.0,0.0,0.0
Fibrinogen_mean_6h48,0.0,0.0,0.0
Fibrinogen_max_6h48,0.0,0.0,0.0
Fibrinogen_last_6h48,0.0,0.0,0.0
Temp_max_6h48,0.0,0.0,0.0
Temp_mean_6h48,0.0,0.0,0.0
SBP_last_6h48,0.0,0.0,0.0
Bilirubin_direct_last_6h47,0.0,0.0,0.0
Lactate_mean_6h47,0.0,0.0,0.0
Lactate_max_6h47,0.0,0.0,0.0
Lactate_last_6h47,0.0,0.0,0.0
pH_mean_6h47,0.0,0.0,0.0
pH_max_6h47,0.0,0.0,0.0
pH_last_6h47,0.0,0.0,0.0
Bilirubin_direct_mean_6h47,0.0,0.0,0.0
Bilirubin_direct_max_6h47,0.0,0.0,0.0
Age_mean_6h48,0.0,0.0,0.0
SBP_max_6h48,0.0,0.0,0.0
Age_max_6h48,0.0,0.0,0.0
Age_last_6h48,0.0,0.0,0.0
HR_mean_6h48,0.0,0.0,0.0
HR_max_6h48,0.0,0.0,0.0
HR_last_6h48,0.0,0.0,0.0
Resp_max_6h48,0.0,0.0,0.0
Resp_last_6h48,0.0,0.0,0.0
SBP_mean_6h48,0.0,0.0,0.0
HR_max_6h47,0.0,0.0,0.0
HR_mean_6h47,0.0,0.0,0.0
Age_last_6h47,0.0,0.0,0.0
MAP_last_6h46,0.0,0.0,0.0
pH_last_6h45,0.0,0.0,0.0
Bilirubin_direct_mean_6h45,0.0,0.0,0.0
Bilirubin_direct_max_6h45,0.0,0.0,0.0
Bilirubin_direct_last_6h45,0.0,0.0,0.0
Age_max_6h46,0.0,0.0,0.0
Age_last_6h46,0.0,0.0,0.0
HR_mean_6h46,0.0,0.0,0.0
HR_max_6h46,0.0,0.0,0.0
HR_last_6h46,0.0,0.0,0.0
Resp_mean_6h46,0.0,0.0,0.0
Resp_max_6h46,0.0,0.0,0.0
Resp_last_6h46,0.0,0.0,0.0
SBP_mean_6h46,0.0,0.0,0.0
SBP_max_6h46,0.0,0.0,0.0
SBP_last_6h46,0.0,0.0,0.0
Temp_mean_6h46,0.0,0.0,0.0
Temp_max_6h46,0.0,0.0,0.0
Temp_last_6h46,0.0,0.0,0.0
MAP_mean_6h46,0.0,0.0,0.0
pH_max_6h45,0.0,0.0,0.0
pH_mean_6h45,0.0,0.0,0.0
Lactate_last_6h45,0.0,0.0,0.0
Bilirubin_total_mean_6h45,0.0,0.0,0.0
WBC_max_6h45,0.0,0.0,0.0
WBC_last_6h45,0.0,0.0,0.0
TroponinI_mean_6h45,0.0,0.0,0.0
TroponinI_max_6h45,0.0,0.0,0.0
TroponinI_last_6h45,0.0,0.0,0.0
Alkalinephos_mean_6h45,0.0,0.0,0.0
Alkalinephos_max_6h45,0.0,0.0,0.0
Alkalinephos_last_6h45,0.0,0.0,0.0
Bilirubin_total_max_6h45,0.0,0.0,0.0
Lactate_max_6h45,0.0,0.0,0.0
Bilirubin_total_last_6h45,0.0,0.0,0.0
BaseExcess_mean_6h45,0.0,0.0,0.0
BaseExcess_max_6h45,0.0,0.0,0.0
BaseExcess_last_6h45,0.0,0.0,0.0
AST_mean_6h45,0.0,0.0,0.0
AST_max_6h45,0.0,0.0,0.0
AST_last_6h45,0.0,0.0,0.0
Lactate_mean_6h45,0.0,0.0,0.0
MAP_max_6h46,0.0,0.0,0.0
EtCO2_mean_6h46,0.0,0.0,0.0
Age_max_6h47,0.0,0.0,0.0
EtCO2_max_6h46,0.0,0.0,0.0
Bilirubin_total_mean_6h46,0.0,0.0,0.0
Bilirubin_total_max_6h46,0.0,0.0,0.0
Bilirubin_total_last_6h46,0.0,0.0,0.0
BaseExcess_mean_6h46,0.0,0.0,0.0
BaseExcess_max_6h46,0.0,0.0,0.0
BaseExcess_last_6h46,0.0,0.0,0.0
AST_mean_6h46,0.0,0.0,0.0
AST_max_6h46,0.0,0.0,0.0
AST_last_6h46,0.0,0.0,0.0
Lactate_mean_6h46,0.0,0.0,0.0
Alkalinephos_max_6h33,0.0,0.0,0.0
Lactate_last_6h46,0.0,0.0,0.0
pH_mean_6h46,0.0,0.0,0.0
pH_max_6h46,0.0,0.0,0.0
pH_last_6h46,0.0,0.0,0.0
Bilirubin_direct_mean_6h46,0.0,0.0,0.0
Bilirubin_direct_max_6h46,0.0,0.0,0.0
Bilirubin_direct_last_6h46,0.0,0.0,0.0
Age_mean_6h47,0.0,0.0,0.0
Alkalinephos_last_6h46,0.0,0.0,0.0
Alkalinephos_max_6h46,0.0,0.0,0.0
Alkalinephos_mean_6h46,0.0,0.0,0.0
FiO2_max_6h46,0.0,0.0,0.0
EtCO2_last_6h46,0.0,0.0,0.0
O2Sat_mean_6h46,0.0,0.0,0.0
O2Sat_max_6h46,0.0,0.0,0.0
O2Sat_last_6h46,0.0,0.0,0.0
DBP_mean_6h46,0.0,0.0,0.0
DBP_max_6h46,0.0,0.0,0.0
DBP_last_6h46,0.0,0.0,0.0
FiO2_mean_6h46,0.0,0.0,0.0
FiO2_last_6h46,0.0,0.0,0.0
TroponinI_last_6h46,0.0,0.0,0.0
Fibrinogen_mean_6h46,0.0,0.0,0.0
Fibrinogen_max_6h46,0.0,0.0,0.0
Fibrinogen_last_6h46,0.0,0.0,0.0
WBC_mean_6h46,0.0,0.0,0.0
WBC_max_6h46,0.0,0.0,0.0
WBC_last_6h46,0.0,0.0,0.0
TroponinI_mean_6h46,0.0,0.0,0.0
TroponinI_max_6h46,0.0,0.0,0.0
WBC_mean_6h48,0.0,0.0,0.0
WBC_last_6h48,0.0,0.0,0.0
WBC_max_6h51,0.0,0.0,0.0
FiO2_max_6h50,0.0,0.0,0.0
Fibrinogen_mean_6h50,0.0,0.0,0.0
Fibrinogen_max_6h50,0.0,0.0,0.0
Fibrinogen_last_6h50,0.0,0.0,0.0
WBC_mean_6h50,0.0,0.0,0.0
WBC_max_6h50,0.0,0.0,0.0
WBC_last_6h50,0.0,0.0,0.0
TroponinI_mean_6h50,0.0,0.0,0.0
TroponinI_max_6h50,0.0,0.0,0.0
TroponinI_last_6h50,0.0,0.0,0.0
Alkalinephos_mean_6h50,0.0,0.0,0.0
Alkalinephos_max_6h50,0.0,0.0,0.0
Alkalinephos_last_6h50,0.0,0.0,0.0
Bilirubin_total_mean_6h50,0.0,0.0,0.0
Bilirubin_total_max_6h50,0.0,0.0,0.0
Bilirubin_total_last_6h50,0.0,0.0,0.0
BaseExcess_mean_6h50,0.0,0.0,0.0
BaseExcess_max_6h50,0.0,0.0,0.0
BaseExcess_last_6h50,0.0,0.0,0.0
AST_mean_6h50,0.0,0.0,0.0
FiO2_last_6h50,0.0,0.0,0.0
FiO2_mean_6h50,0.0,0.0,0.0
TroponinI_mean_6h48,0.0,0.0,0.0
DBP_last_6h50,0.0,0.0,0.0
Resp_max_6h50,0.0,0.0,0.0
Resp_last_6h50,0.0,0.0,0.0
SBP_mean_6h50,0.0,0.0,0.0
SBP_max_6h50,0.0,0.0,0.0
SBP_last_6h50,0.0,0.0,0.0
Temp_mean_6h50,0.0,0.0,0.0
Temp_max_6h50,0.0,0.0,0.0
Temp_last_6h50,0.0,0.0,0.0
MAP_mean_6h50,0.0,0.0,0.0
MAP_max_6h50,0.0,0.0,0.0
MAP_last_6h50,0.0,0.0,0.0
EtCO2_mean_6h50,0.0,0.0,0.0
EtCO2_max_6h50,0.0,0.0,0.0
EtCO2_last_6h50,0.0,0.0,0.0
O2Sat_mean_6h50,0.0,0.0,0.0
O2Sat_max_6h50,0.0,0.0,0.0
O2Sat_last_6h50,0.0,0.0,0.0
DBP_mean_6h50,0.0,0.0,0.0
DBP_max_6h50,0.0,0.0,0.0
AST_max_6h50,0.0,0.0,0.0
AST_last_6h50,0.0,0.0,0.0
Lactate_mean_6h50,0.0,0.0,0.0
Lactate_max_6h50,0.0,0.0,0.0
MAP_mean_6h51,0.0,0.0,0.0
MAP_max_6h51,0.0,0.0,0.0
MAP_last_6h51,0.0,0.0,0.0
EtCO2_mean_6h51,0.0,0.0,0.0
EtCO2_max_6h51,0.0,0.0,0.0
EtCO2_last_6h51,0.0,0.0,0.0
O2Sat_mean_6h51,0.0,0.0,0.0
O2Sat_max_6h51,0.0,0.0,0.0
O2Sat_last_6h51,0.0,0.0,0.0
DBP_mean_6h51,0.0,0.0,0.0
DBP_max_6h51,0.0,0.0,0.0
DBP_last_6h51,0.0,0.0,0.0
FiO2_mean_6h51,0.0,0.0,0.0
FiO2_max_6h51,0.0,0.0,0.0
FiO2_last_6h51,0.0,0.0,0.0
Fibrinogen_mean_6h51,0.0,0.0,0.0
Fibrinogen_max_6h51,0.0,0.0,0.0
Fibrinogen_last_6h51,0.0,0.0,0.0
WBC_mean_6h51,0.0,0.0,0.0
Temp_last_6h51,0.0,0.0,0.0
Temp_max_6h51,0.0,0.0,0.0
Temp_mean_6h51,0.0,0.0,0.0
Age_max_6h51,0.0,0.0,0.0
Lactate_last_6h50,0.0,0.0,0.0
pH_mean_6h50,0.0,0.0,0.0
pH_max_6h50,0.0,0.0,0.0
pH_last_6h50,0.0,0.0,0.0
Bilirubin_direct_mean_6h50,0.0,0.0,0.0
Bilirubin_direct_max_6h50,0.0,0.0,0.0
Bilirubin_direct_last_6h50,0.0,0.0,0.0
Age_mean_6h51,0.0,0.0,0.0
Age_last_6h51,0.0,0.0,0.0
SBP_last_6h51,0.0,0.0,0.0
HR_mean_6h51,0.0,0.0,0.0
HR_max_6h51,0.0,0.0,0.0
HR_last_6h51,0.0,0.0,0.0
Resp_mean_6h51,0.0,0.0,0.0
Resp_max_6h51,0.0,0.0,0.0
Resp_last_6h51,0.0,0.0,0.0
SBP_mean_6h51,0.0,0.0,0.0
SBP_max_6h51,0.0,0.0,0.0
Resp_mean_6h50,0.0,0.0,0.0
HR_last_6h50,0.0,0.0,0.0
HR_max_6h50,0.0,0.0,0.0
EtCO2_max_6h49,0.0,0.0,0.0
Bilirubin_direct_last_6h48,0.0,0.0,0.0
Age_mean_6h49,0.0,0.0,0.0
Age_max_6h49,0.0,0.0,0.0
Age_last_6h49,0.0,0.0,0.0
HR_mean_6h49,0.0,0.0,0.0
HR_max_6h49,0.0,0.0,0.0
HR_last_6h49,0.0,0.0,0.0
Resp_mean_6h49,0.0,0.0,0.0
Resp_max_6h49,0.0,0.0,0.0
Resp_last_6h49,0.0,0.0,0.0
SBP_mean_6h49,0.0,0.0,0.0
SBP_max_6h49,0.0,0.0,0.0
SBP_last_6h49,0.0,0.0,0.0
Temp_mean_6h49,0.0,0.0,0.0
Temp_max_6h49,0.0,0.0,0.0
Temp_last_6h49,0.0,0.0,0.0
MAP_mean_6h49,0.0,0.0,0.0
MAP_max_6h49,0.0,0.0,0.0
MAP_last_6h49,0.0,0.0,0.0
Bilirubin_direct_max_6h48,0.0,0.0,0.0
Bilirubin_direct_mean_6h48,0.0,0.0,0.0
pH_last_6h48,0.0,0.0,0.0
BaseExcess_mean_6h48,0.0,0.0,0.0
TroponinI_max_6h48,0.0,0.0,0.0
TroponinI_last_6h48,0.0,0.0,0.0
Alkalinephos_mean_6h48,0.0,0.0,0.0
Alkalinephos_max_6h48,0.0,0.0,0.0
Alkalinephos_last_6h48,0.0,0.0,0.0
Bilirubin_total_mean_6h48,0.0,0.0,0.0
Bilirubin_total_max_6h48,0.0,0.0,0.0
Bilirubin_total_last_6h48,0.0,0.0,0.0
BaseExcess_max_6h48,0.0,0.0,0.0
pH_max_6h48,0.0,0.0,0.0
BaseExcess_last_6h48,0.0,0.0,0.0
AST_mean_6h48,0.0,0.0,0.0
AST_max_6h48,0.0,0.0,0.0
AST_last_6h48,0.0,0.0,0.0
Lactate_mean_6h48,0.0,0.0,0.0
Lactate_max_6h48,0.0,0.0,0.0
Lactate_last_6h48,0.0,0.0,0.0
pH_mean_6h48,0.0,0.0,0.0
EtCO2_mean_6h49,0.0,0.0,0.0
EtCO2_last_6h49,0.0,0.0,0.0
HR_mean_6h50,0.0,0.0,0.0
O2Sat_mean_6h49,0.0,0.0,0.0
Bilirubin_total_last_6h49,0.0,0.0,0.0
BaseExcess_mean_6h49,0.0,0.0,0.0
BaseExcess_max_6h49,0.0,0.0,0.0
BaseExcess_last_6h49,0.0,0.0,0.0
AST_mean_6h49,0.0,0.0,0.0
AST_max_6h49,0.0,0.0,0.0
AST_last_6h49,0.0,0.0,0.0
Lactate_mean_6h49,0.0,0.0,0.0
Lactate_max_6h49,0.0,0.0,0.0
Lactate_last_6h49,0.0,0.0,0.0
pH_mean_6h49,0.0,0.0,0.0
pH_max_6h49,0.0,0.0,0.0
pH_last_6h49,0.0,0.0,0.0
Bilirubin_direct_mean_6h49,0.0,0.0,0.0
Bilirubin_direct_max_6h49,0.0,0.0,0.0
Bilirubin_direct_last_6h49,0.0,0.0,0.0
Age_mean_6h50,0.0,0.0,0.0
Age_max_6h50,0.0,0.0,0.0
Age_last_6h50,0.0,0.0,0.0
Bilirubin_total_max_6h49,0.0,0.0,0.0
Bilirubin_total_mean_6h49,0.0,0.0,0.0
Alkalinephos_last_6h49,0.0,0.0,0.0
Fibrinogen_mean_6h49,0.0,0.0,0.0
O2Sat_max_6h49,0.0,0.0,0.0
O2Sat_last_6h49,0.0,0.0,0.0
DBP_mean_6h49,0.0,0.0,0.0
DBP_max_6h49,0.0,0.0,0.0
DBP_last_6h49,0.0,0.0,0.0
FiO2_mean_6h49,0.0,0.0,0.0
FiO2_max_6h49,0.0,0.0,0.0
FiO2_last_6h49,0.0,0.0,0.0
Fibrinogen_max_6h49,0.0,0.0,0.0
Alkalinephos_max_6h49,0.0,0.0,0.0
Fibrinogen_last_6h49,0.0,0.0,0.0
WBC_mean_6h49,0.0,0.0,0.0
WBC_max_6h49,0.0,0.0,0.0
WBC_last_6h49,0.0,0.0,0.0
TroponinI_mean_6h49,0.0,0.0,0.0
TroponinI_max_6h49,0.0,0.0,0.0
TroponinI_last_6h49,0.0,0.0,0.0
Alkalinephos_mean_6h49,0.0,0.0,0.0
Alkalinephos_last_6h33,0.0,0.0,0.0
MAP_mean_6h32,0.0,0.0,0.0
Alkalinephos_mean_6h33,0.0,0.0,0.0
TroponinI_last_6h17,0.0,0.0,0.0
MAP_max_6h17,0.0,0.0,0.0
MAP_last_6h17,0.0,0.0,0.0
EtCO2_mean_6h17,0.0,0.0,0.0
EtCO2_max_6h17,0.0,0.0,0.0
EtCO2_last_6h17,0.0,0.0,0.0
O2Sat_mean_6h17,0.0,0.0,0.0
O2Sat_max_6h17,0.0,0.0,0.0
O2Sat_last_6h17,0.0,0.0,0.0
DBP_mean_6h17,0.0,0.0,0.0
DBP_max_6h17,0.0,0.0,0.0
FiO2_mean_6h17,0.0,0.0,0.0
FiO2_max_6h17,0.0,0.0,0.0
Fibrinogen_mean_6h17,0.0,0.0,0.0
Fibrinogen_max_6h17,0.0,0.0,0.0
Fibrinogen_last_6h17,0.0,0.0,0.0
WBC_mean_6h17,0.0,0.0,0.0
WBC_max_6h17,0.0,0.0,0.0
WBC_last_6h17,0.0,0.0,0.0
TroponinI_mean_6h17,0.0,0.0,0.0
MAP_mean_6h17,0.0,0.0,0.0
Temp_last_6h17,0.0,0.0,0.0
Temp_max_6h17,0.0,0.0,0.0
Age_mean_6h17,0.0,0.0,0.0
Lactate_max_6h16,0.0,0.0,0.0
Lactate_last_6h16,0.0,0.0,0.0
pH_mean_6h16,0.0,0.0,0.0
pH_max_6h16,0.0,0.0,0.0
pH_last_6h16,0.0,0.0,0.0
Bilirubin_direct_mean_6h16,0.0,0.0,0.0
Bilirubin_direct_max_6h16,0.0,0.0,0.0
Bilirubin_direct_last_6h16,0.0,0.0,0.0
Age_max_6h17,0.0,0.0,0.0
SBP_max_6h17,0.0,0.0,0.0
Age_last_6h17,0.0,0.0,0.0
HR_mean_6h17,0.0,0.0,0.0
HR_max_6h17,0.0,0.0,0.0
HR_last_6h17,0.0,0.0,0.0
Resp_mean_6h17,0.0,0.0,0.0
Resp_max_6h17,0.0,0.0,0.0
Resp_last_6h17,0.0,0.0,0.0
SBP_mean_6h17,0.0,0.0,0.0
TroponinI_max_6h17,0.0,0.0,0.0
Alkalinephos_mean_6h17,0.0,0.0,0.0
AST_max_6h16,0.0,0.0,0.0
Alkalinephos_max_6h17,0.0,0.0,0.0
HR_mean_6h18,0.0,0.0,0.0
HR_max_6h18,0.0,0.0,0.0
HR_last_6h18,0.0,0.0,0.0
