Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,1075,0-1075,Leaf,,,,,-0.162835926,49.1604118,
0,1076,0-1076,Leaf,,,,,-0.0620501935,129.127747,
0,1077,0-1077,Leaf,,,,,0.161243424,4.16041327,
0,1078,0-1078,Leaf,,,,,-0.107533373,19.1604137,
0,1079,0-1079,Leaf,,,,,0.148751378,10.7076311,
0,1080,0-1080,Leaf,,,,,-0.100000001,1.0,
0,1081,0-1081,Leaf,,,,,-0.188501552,64.6368027,
0,1082,0-1082,Leaf,,,,,-0.0406089127,55.9388733,
0,1083,0-1083,Leaf,,,,,-0.0806820393,28.5708275,
0,1084,0-1084,Leaf,,,,,0.068809174,34.825676,
0,1085,0-1085,Leaf,,,,,-0.169230774,5.5,
0,1086,0-1086,Leaf,,,,,0.0606579445,4.02360916,
0,1087,0-1087,Leaf,,,,,-0.059894342,4.38680458,
0,1088,0-1088,Leaf,,,,,0.172439128,35.2833061,
0,1089,0-1089,Leaf,,,,,0.0998486802,284.567902,
0,1090,0-1090,Leaf,,,,,0.0622793622,801.348877,
0,1091,0-1091,Leaf,,,,,0.116205953,1.38680446,
0,1092,0-1092,Leaf,,,,,-0.174193546,6.75,
0,1093,0-1093,Leaf,,,,,0.0832116157,34.9624786,
0,1094,0-1094,Leaf,,,,,-0.0230603106,238.397141,
0,1095,0-1095,Leaf,,,,,-0.0284789056,19.5708275,
0,1096,0-1096,Leaf,,,,,0.106405556,68.4485703,
0,1097,0-1097,Leaf,,,,,-0.00222958601,642.328247,
0,1098,0-1098,Leaf,,,,,0.131650835,76.5430069,
0,1099,0-1099,Leaf,,,,,-0.102707975,172.104141,
0,1100,0-1100,Leaf,,,,,-0.00401410321,164.184662,
0,1101,0-1101,Leaf,,,,,0.072603561,89.2693939,
0,1102,0-1102,Leaf,,,,,0.00267356774,799.196899,
0,1103,0-1103,Leaf,,,,,0.011872285,238.199203,
0,1104,0-1104,Leaf,,,,,0.0721643642,464.441406,
0,1105,0-1105,Leaf,,,,,-0.0639718696,102.420113,
0,1106,0-1106,Leaf,,,,,0.134467229,11.2076311,
0,1107,0-1107,Leaf,,,,,-0.0237458758,34.7548485,
0,1108,0-1108,Leaf,,,,,-0.178364024,85.1604156,
0,1109,0-1109,Leaf,,,,,0.00720276777,101.69857,
0,1110,0-1110,Leaf,,,,,0.151124284,15.3680449,
0,1111,0-1111,Leaf,,,,,0.116205953,1.38680446,
0,1112,0-1112,Leaf,,,,,-0.186885253,14.25,
0,1113,0-1113,Leaf,,,,,-0.127272725,1.75,
0,1114,0-1114,Leaf,,,,,0.0862259194,1.63680446,
0,1115,0-1115,Leaf,,,,,-0.196190476,51.5,
0,1116,0-1116,Leaf,,,,,-0.0661082193,4.63680458,
0,1117,0-1117,Leaf,,,,,-0.13333334,2.0,
0,1118,0-1118,Leaf,,,,,0.0894687846,3.52360892,
0,1119,0-1119,Leaf,,,,,-0.138461545,2.25,
0,1120,0-1120,Leaf,,,,,0.116205953,1.38680446,
0,1121,0-1121,Leaf,,,,,0.141459987,10.9576311,
0,1122,0-1122,Leaf,,,,,-0.00582460687,2.88680458,
0,1123,0-1123,Leaf,,,,,0.0598218441,23.2548485,
0,1124,0-1124,Leaf,,,,,0.150979251,29.5992851,
0,1125,0-1125,Leaf,,,,,-0.111111119,1.25,
0,1126,0-1126,Leaf,,,,,0.125440076,3.02360892,
0,1127,0-1127,Leaf,,,,,0.0614384823,1.88680446,
0,1128,0-1128,Leaf,,,,,0.161243424,4.16041327,
0,1129,0-1129,Leaf,,,,,0.107063413,8.68402195,
0,1130,0-1130,Leaf,,,,,-0.0942493379,6.13680458,
0,1131,0-1131,Leaf,,,,,0.0406021141,2.13680458,
0,1132,0-1132,Leaf,,,,,-0.195000008,39.0,
0,1133,0-1133,Leaf,,,,,0.163343206,7.18402243,
0,1134,0-1134,Leaf,,,,,0.0614384823,1.88680446,
0,1135,0-1135,Leaf,,,,,-0.138461545,2.25,
0,1136,0-1136,Leaf,,,,,0.125440076,3.02360892,
0,1137,0-1137,Leaf,,,,,-0.167999998,5.25,
0,1138,0-1138,Leaf,,,,,0.0579096265,34.1888733,
0,1139,0-1139,Leaf,,,,,-0.161904767,4.25,
0,1140,0-1140,Leaf,,,,,0.018958943,10.0472183,
0,1141,0-1141,Leaf,,,,,0.151661605,27.9624805,
0,1142,0-1142,Leaf,,,,,0.00921199378,7.91041327,
0,1143,0-1143,Leaf,,,,,-0.0538191013,15.5472183,
0,1144,0-1144,Leaf,,,,,0.0772587135,39.7360878,
0,1145,0-1145,Leaf,,,,,-0.174193546,6.75,
0,1146,0-1146,Leaf,,,,,0.0782549307,23.6416531,
0,1147,0-1147,Leaf,,,,,0.120159626,155.562408,
0,1148,0-1148,Leaf,,,,,-0.142857149,2.5,
0,1149,0-1149,Leaf,,,,,0.101341985,16.2312393,
0,1150,0-1150,Leaf,,,,,-0.167999998,5.25,
0,1151,0-1151,Leaf,,,,,0.0662889928,28.9152622,
0,1152,0-1152,Leaf,,,,,0.180257186,24.325676,
0,1153,0-1153,Leaf,,,,,0.075407587,19.8680439,
0,1154,0-1154,Leaf,,,,,-0.092789337,88.825676,
0,1155,0-1155,Leaf,,,,,0.0983041525,79.6325912,
0,1156,0-1156,Leaf,,,,,-0.0549343415,38.6180458,
0,1157,0-1157,Leaf,,,,,0.169452682,5.54721785,
0,1158,0-1158,Leaf,,,,,-0.100000001,1.0,
0,1159,0-1159,Leaf,,,,,-0.117602468,41.8208275,
0,1160,0-1160,Leaf,,,,,0.0290600155,268.685303,
0,1161,0-1161,Leaf,,,,,-0.069951795,388.699219,
0,1162,0-1162,Leaf,,,,,0.0263467282,90.5617676,
0,1163,0-1163,Leaf,,,,,0.00519604748,224.354767,
0,1164,0-1164,Leaf,,,,,0.0802522376,43.259697,
0,1165,0-1165,Leaf,,,,,-0.0548869334,8.02360916,
0,1166,0-1166,Leaf,,,,,0.12175893,56.5145454,
0,1167,0-1167,Leaf,,,,,-0.146612987,13.1368046,
0,1168,0-1168,Leaf,,,,,0.0699393675,12.0708265,
0,1169,0-1169,Leaf,,,,,-0.155555561,3.5,
0,1170,0-1170,Leaf,,,,,0.0962559804,87.6798096,
0,1171,0-1171,Leaf,,,,,-0.0144769354,251.241577,
0,1172,0-1172,Leaf,,,,,-0.083374396,190.972183,
0,1173,0-1173,Leaf,,,,,-0.0722354501,30.9576321,
0,1174,0-1174,Leaf,,,,,0.0712277442,99.9534149,
0,1175,0-1175,Leaf,,,,,-0.0292552616,669.431702,
0,1176,0-1176,Leaf,,,,,-0.0944121405,657.600586,
0,1177,0-1177,Leaf,,,,,-0.0387795381,399.369324,
0,1178,0-1178,Leaf,,,,,0.0246279202,555.531006,
0,1179,0-1179,Leaf,,,,,-0.102817476,1719.1781,
0,1180,0-1180,Leaf,,,,,-0.0609256588,1735.50989,
0,1181,0-1181,Leaf,,,,,-0.0638096556,1197.97046,
0,1182,0-1182,Leaf,,,,,-0.015853513,837.531616,
0,1183,0-1183,Leaf,,,,,0.0795005336,61.2409401,
0,1184,0-1184,Leaf,,,,,-0.0322740152,49.8020668,
0,1185,0-1185,Leaf,,,,,0.116205953,1.38680446,
0,1186,0-1186,Leaf,,,,,-0.173412934,27.3868046,
0,1187,0-1187,Leaf,,,,,0.0443824902,15.7076311,
0,1188,0-1188,Leaf,,,,,-0.112961166,141.509705,
0,1189,0-1189,Leaf,,,,,0.142423004,7.68402243,
0,1190,0-1190,Leaf,,,,,-0.120000005,1.5,
0,1191,0-1191,Leaf,,,,,0.0776145533,13.7076311,
0,1192,0-1192,Leaf,,,,,0.176655844,28.9860897,
0,1193,0-1193,Leaf,,,,,0.126068503,9.82082653,
0,1194,0-1194,Leaf,,,,,-0.165217385,4.75,
0,1195,0-1195,Leaf,,,,,-0.100000001,1.0,
0,1196,0-1196,Leaf,,,,,0.155889839,80.6138306,
0,1197,0-1197,Leaf,,,,,-0.176470593,7.5,
0,1198,0-1198,Leaf,,,,,0.161243424,4.16041327,
0,1199,0-1199,Leaf,,,,,-0.0455592424,3.88680458,
0,1200,0-1200,Leaf,,,,,0.162836954,28.5992851,
0,1201,0-1201,Leaf,,,,,-0.0364713334,17.1840229,
0,1202,0-1202,Leaf,,,,,-0.16511862,20.6368046,
0,1203,0-1203,Leaf,,,,,0.0501252674,46.3728943,
0,1204,0-1204,Leaf,,,,,-0.172413796,6.25,
0,1205,0-1205,Leaf,,,,,0.0836484432,128.779099,
0,1206,0-1206,Leaf,,,,,-0.0863686204,10.5236092,
0,1207,0-1207,Leaf,,,,,0.189130157,26.5992851,
0,1208,0-1208,Leaf,,,,,-0.00582460687,2.88680458,
0,1209,0-1209,Leaf,,,,,-0.150000006,3.0,
0,1210,0-1210,Leaf,,,,,0.116205953,1.38680446,
0,1211,0-1211,Leaf,,,,,0.147000343,2.77360892,
0,1212,0-1212,Leaf,,,,,0.022841854,2.38680458,
0,1213,0-1213,Leaf,,,,,0.022841854,2.38680458,
0,1214,0-1214,Leaf,,,,,0.16865474,8.57082653,
0,1215,0-1215,Leaf,,,,,-0.120000005,1.5,
0,1216,0-1216,Leaf,,,,,0.147000343,2.77360892,
0,1217,0-1217,Leaf,,,,,0.0915299058,7.29721785,
0,1218,0-1218,Leaf,,,,,0.180643842,40.3305244,
0,1219,0-1219,Leaf,,,,,0.102378227,49.1937218,
0,1220,0-1220,Leaf,,,,,-0.0182840005,67.259697,
0,1221,0-1221,Leaf,,,,,0.0369331948,81.7881546,
0,1222,0-1222,Leaf,,,,,0.112848975,134.397141,
0,1223,0-1223,Leaf,,,,,-0.150139958,14.1368046,
0,1224,0-1224,Leaf,,,,,0.116205953,1.38680446,
0,1225,0-1225,Leaf,,,,,0.141459987,10.9576311,
0,1226,0-1226,Leaf,,,,,-0.152941182,3.25,
0,1227,0-1227,Leaf,,,,,-0.0644283444,520.124146,
0,1228,0-1228,Leaf,,,,,0.0501687936,39.7124786,
0,1229,0-1229,Leaf,,,,,0.017682977,206.331161,
0,1230,0-1230,Leaf,,,,,-0.181818187,10.0,
0,1231,0-1231,Leaf,,,,,0.000749697152,245.925598,
0,1232,0-1232,Leaf,,,,,0.062108811,363.780365,
0,1233,0-1233,Leaf,,,,,0.0451005138,289.510986,
0,1234,0-1234,Leaf,,,,,-0.0167684313,1096.02319,
0,1235,0-1235,Leaf,,,,,-0.062541388,178.019394,
0,1236,0-1236,Leaf,,,,,-0.195789471,46.5,
0,1237,0-1237,Leaf,,,,,-0.0269550122,16.1840229,
0,1238,0-1238,Leaf,,,,,0.120536022,34.2360878,
0,1239,0-1239,Leaf,,,,,0.0166565273,399.341492,
0,1240,0-1240,Leaf,,,,,0.0831357166,230.892929,
0,1241,0-1241,Leaf,,,,,0.0391552262,71.7409363,
0,1242,0-1242,Leaf,,,,,-0.119475305,56.5944366,
0,1243,0-1243,Leaf,,,,,0.00870683137,635.196289,
0,1244,0-1244,Leaf,,,,,-0.0374855883,2604.63184,
0,1245,0-1245,Leaf,,,,,-0.101582304,451.944366,
0,1246,0-1246,Leaf,,,,,-0.0088447025,182.868683,
0,1247,0-1247,Leaf,,,,,-0.181395352,9.75,
0,1248,0-1248,Leaf,,,,,0.022841854,2.38680458,
0,1249,0-1249,Leaf,,,,,0.105346933,81.4062042,
0,1250,0-1250,Leaf,,,,,-0.101173095,6.63680458,
0,1251,0-1251,Leaf,,,,,0.163343206,7.18402243,
0,1252,0-1252,Leaf,,,,,-0.0175592322,3.13680458,
0,1253,0-1253,Leaf,,,,,0.180875212,19.9152622,
0,1254,0-1254,Leaf,,,,,-0.178947374,8.5,
0,1255,0-1255,Leaf,,,,,0.0862259194,1.63680446,
0,1256,0-1256,Leaf,,,,,-0.177142859,7.75,
0,1257,0-1257,Leaf,,,,,-0.0165266227,9.16041374,
0,1258,0-1258,Leaf,,,,,0.117459908,60.7881546,
0,1259,0-1259,Leaf,,,,,-0.160000011,4.0,
0,1260,0-1260,Leaf,,,,,0.090802677,5.41041327,
0,1261,0-1261,Leaf,,,,,0.0984842628,10.8208265,
0,1262,0-1262,Leaf,,,,,0.185906246,69.9534149,
0,1263,0-1263,Leaf,,,,,0.137003049,72.0193939,
0,1264,0-1264,Leaf,,,,,0.0025064291,13.6840219,
0,1265,0-1265,Leaf,,,,,-0.0469895266,18.4340229,
0,1266,0-1266,Leaf,,,,,0.123780668,8.18402195,
0,1267,0-1267,Leaf,,,,,0.116205953,1.38680446,
0,1268,0-1268,Leaf,,,,,0.0406021141,2.13680458,
0,1269,0-1269,Leaf,,,,,0.00752333319,2.63680458,
0,1270,0-1270,Leaf,,,,,0.134467229,11.2076311,
0,1271,0-1271,Leaf,,,,,-0.165217385,4.75,
0,1272,0-1272,Leaf,,,,,0.147000343,2.77360892,
0,1273,0-1273,Leaf,,,,,0.0756052881,52.0569153,
0,1274,0-1274,Leaf,,,,,-0.115648247,14.5236092,
0,1275,0-1275,Leaf,,,,,0.143604934,41.5569153,
0,1276,0-1276,Leaf,,,,,-0.120000005,1.5,
0,1277,0-1277,Leaf,,,,,-0.178378388,8.25,
0,1278,0-1278,Leaf,,,,,0.169452682,5.54721785,
0,1279,0-1279,Leaf,,,,,0.0641452745,1986.41699,
0,1280,0-1280,Leaf,,,,,0.00695668766,340.374176,
0,1281,0-1281,Leaf,,,,,-0.0220611263,302.52002,
0,1282,0-1282,Leaf,,,,,0.0367189161,1623.80554,
0,1283,0-1283,Leaf,,,,,-0.0279924758,58.2124786,
0,1284,0-1284,Leaf,,,,,0.140049919,25.6888714,
0,1285,0-1285,Leaf,,,,,0.116205953,1.38680446,
0,1286,0-1286,Leaf,,,,,-0.196875006,63.0,
0,1287,0-1287,Leaf,,,,,-0.0240529981,318.567261,
0,1288,0-1288,Leaf,,,,,-0.0930418,223.882599,
0,1289,0-1289,Leaf,,,,,0.0049526915,194.849915,
0,1290,0-1290,Leaf,,,,,0.117527641,88.7270279,
0,1291,0-1291,Leaf,,,,,0.164310023,10.2076311,
0,1292,0-1292,Leaf,,,,,-0.0442350991,60.825676,
0,1293,0-1293,Leaf,,,,,0.0362239815,20.9812393,
0,1294,0-1294,Leaf,,,,,0.136858925,108.279091,
0,1295,0-1295,Leaf,,,,,0.12020129,29.075676,
0,1296,0-1296,Leaf,,,,,-0.0323987007,29.9812393,
0,1297,0-1297,Leaf,,,,,0.161243424,4.16041327,
0,1298,0-1298,Leaf,,,,,-0.112887181,268.745789,
0,1299,0-1299,Leaf,,,,,-0.115979575,74.0048523,
0,1300,0-1300,Leaf,,,,,-0.0119124008,79.693718,
0,1301,0-1301,Leaf,,,,,0.149070591,52.0145454,
0,1302,0-1302,Leaf,,,,,-0.00391794229,25.4812393,
0,1303,0-1303,Leaf,,,,,0.0993358418,8.93402195,
0,1304,0-1304,Leaf,,,,,0.186395839,21.0520668,
0,1305,0-1305,Leaf,,,,,-0.111111119,1.25,
0,1306,0-1306,Leaf,,,,,0.143553093,23.8020668,
0,1307,0-1307,Leaf,,,,,-0.147540689,13.3868046,
0,1308,0-1308,Leaf,,,,,0.0742066652,26.0284576,
0,1309,0-1309,Leaf,,,,,0.189489424,18.0284576,
0,1310,0-1310,Leaf,,,,,0.100629427,40.259697,
0,1311,0-1311,Leaf,,,,,0.114418112,80.7930069,
0,1312,0-1312,Leaf,,,,,-0.127272725,1.75,
0,1313,0-1313,Leaf,,,,,-0.110010803,7.38680458,
0,1314,0-1314,Leaf,,,,,0.115403548,4.91041327,
0,1315,0-1315,Leaf,,,,,-0.167999998,5.25,
0,1316,0-1316,Leaf,,,,,0.107424192,30.325676,
0,1317,0-1317,Leaf,,,,,0.0558683351,14.9576311,
0,1318,0-1318,Leaf,,,,,-0.192857146,27.0,
0,1319,0-1319,Leaf,,,,,0.0824591219,38.9860878,
0,1320,0-1320,Leaf,,,,,-0.146666676,2.75,
0,1321,0-1321,Leaf,,,,,0.157704264,81.7506332,
0,1322,0-1322,Leaf,,,,,0.0787469894,19.6180439,
0,1323,0-1323,Leaf,,,,,-0.172413796,6.25,
0,1324,0-1324,Leaf,,,,,0.150351644,9.07082653,
0,1325,0-1325,Leaf,,,,,0.147000343,2.77360892,
0,1326,0-1326,Leaf,,,,,0.0406021141,2.13680458,
0,1327,0-1327,Leaf,,,,,0.154941902,16.7548485,
0,1328,0-1328,Leaf,,,,,-0.100000001,1.0,
0,1329,0-1329,Leaf,,,,,-0.0279563665,3.38680458,
0,1330,0-1330,Leaf,,,,,0.165991232,128.378372,
0,1331,0-1331,Leaf,,,,,0.0333632641,26.0048485,
0,1332,0-1332,Leaf,,,,,0.167464957,29.7360897,
0,1333,0-1333,Leaf,,,,,0.116205953,1.38680446,
0,1334,0-1334,Leaf,,,,,-0.167999998,5.25,
0,1335,0-1335,Leaf,,,,,0.0129242409,15.5708265,
0,1336,0-1336,Leaf,,,,,0.145693645,28.4624805,
0,1337,0-1337,Leaf,,,,,0.116205953,1.38680446,
0,1338,0-1338,Leaf,,,,,-0.146666676,2.75,
0,1339,0-1339,Leaf,,,,,0.147000343,2.77360892,
0,1340,0-1340,Leaf,,,,,0.0406021141,2.13680458,
